Level,Date and Time,Source,Event ID,Task Category
Information,2025-03-15 9:38:34 AM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.98e487c9-6b53-4aa2-8b69-2a86973e2345.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_04233e6a-3283-427d-a772-6293fb92be8d

Analysis symbol: 
Rechecking for solution: 0
Report Id: a8019e8e-9514-4353-95d8-d29ecc378e84
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-03-15 9:38:34 AM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.26644bc5-ecde-42aa-83a1-2fe1f6ce232a.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_29bfad44-c302-4824-8f8e-655e0f7ae15e

Analysis symbol: 
Rechecking for solution: 0
Report Id: 894cbca3-1d08-466e-8723-1905a02a4372
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-03-15 9:38:34 AM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.4212ca05-cb93-4d4c-acb4-bfa5f9514c1d.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_7cef064c-25f8-46c6-99dd-4c65a62be5ed

Analysis symbol: 
Rechecking for solution: 0
Report Id: ef05f1be-d1fc-4ab2-a4ff-4badb1aa4059
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-03-15 9:38:33 AM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.368cc4d2-c2e0-4c4a-a964-532542001bac.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_1d50eb1b-98a2-40d4-be9e-d62af9f9bf6b

Analysis symbol: 
Rechecking for solution: 0
Report Id: 19f6a774-2bc1-481c-b263-974a629dc54f
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-03-15 9:38:33 AM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.acce2b23-def9-4493-a8fd-4984b6a51616.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_3a6ae000-8b11-46d6-a2d0-866073417dc6

Analysis symbol: 
Rechecking for solution: 0
Report Id: d81c132c-1f1b-44ef-96b1-932443a241d8
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-03-15 9:38:32 AM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.8259153a-e72f-4f1d-b00b-1d3adc3eba37.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_3e9e35e5-dc3c-477e-89c7-635566390b69

Analysis symbol: 
Rechecking for solution: 0
Report Id: a0bc89c0-42a9-45be-96ac-280ba41e825a
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-03-15 9:38:32 AM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.f75557db-a826-40d1-8ffa-c346a15038d1.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_939522a0-1a9d-4e2d-8d93-ce8018a3f86f

Analysis symbol: 
Rechecking for solution: 0
Report Id: ec3385c3-021c-4c6a-bf86-84fe9a40ed59
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-03-15 9:38:32 AM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.8d00926a-17cd-4dc1-9df4-41003d05cc9a.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_9c86a2ff-6cb0-43ac-b3d0-f0b5c42e41a2

Analysis symbol: 
Rechecking for solution: 0
Report Id: 6b0f5e82-ba02-4f51-801a-3682011b1df4
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-03-15 9:38:31 AM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.db045e67-eb23-47b9-91d6-c6be5f868d77.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_d6206dec-6580-43f5-95a9-fc59ec61ee8e

Analysis symbol: 
Rechecking for solution: 0
Report Id: 5a450fe0-60d1-4a75-8d1f-7c61b4004fc1
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-03-15 9:38:31 AM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.0b338da6-1867-459f-a52e-73573973fecb.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_ff3f7a33-985c-48eb-aba2-85d9ed507318

Analysis symbol: 
Rechecking for solution: 0
Report Id: 827a228d-569c-4248-9cdc-f671ef05378d
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-03-15 9:38:30 AM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.b21ada3d-fe35-4dfa-9ba4-1fd8d2055bb7.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_38d05541-f61b-4282-b8e4-127c69d2d4c8

Analysis symbol: 
Rechecking for solution: 0
Report Id: 194b3b91-6dde-4475-8805-8d020748db9a
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-03-15 9:38:30 AM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.343a1025-e1f6-46b4-ab15-054a13154b39.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_e11319b6-f41c-4682-84e1-fbc11f2aae12

Analysis symbol: 
Rechecking for solution: 0
Report Id: e442e14e-22fc-49d2-8b4a-bdb31ebefaeb
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-03-15 9:38:30 AM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.58395484-08d4-4f1a-9b5a-e0c226ae62e8.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_9d865aaa-c1ea-485c-a0cb-ef242803c654

Analysis symbol: 
Rechecking for solution: 0
Report Id: 6b02bf23-8878-413b-8502-28e74081d7cb
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-03-15 9:38:29 AM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.1ca64511-7419-4e6c-b4af-b7250703b5b4.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_e1c4e076-efb4-4c18-8131-c4805fc93ff6

Analysis symbol: 
Rechecking for solution: 0
Report Id: 3e1f9d99-ed72-45c0-8ce2-9a211bf1d486
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-03-15 9:38:28 AM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.0ab90823-19e1-489b-933c-e1d4674d9c52.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_b6dbc2ce-3d8f-43e7-9fbf-ff2435db8a0f

Analysis symbol: 
Rechecking for solution: 0
Report Id: 79a01a93-a62a-416a-ab5f-241fc3501653
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-03-15 9:38:28 AM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.28385a8b-17ff-4e19-ac95-aedaaf14f797.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_a0d65ba4-7d8c-4ac3-954e-27b3da47cfbd

Analysis symbol: 
Rechecking for solution: 0
Report Id: 3fc103af-eee7-4acd-93e8-2f4dd3a55ea0
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-03-15 9:38:28 AM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.504fc6c3-947a-4536-998b-deba01c99b7b.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_795cda41-2baf-451e-b74f-40c9f32934d0

Analysis symbol: 
Rechecking for solution: 0
Report Id: 7f519113-8646-4ecc-8703-d662bde064e2
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-03-15 9:38:27 AM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.33119f47-7cbd-4384-9324-2717ded5013a.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_d8354008-3651-4e8f-82d5-311fa0b247eb

Analysis symbol: 
Rechecking for solution: 0
Report Id: c72f5eb7-6f77-455b-b963-7fd122852e27
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-03-15 9:38:27 AM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.c584e6a3-d370-4fda-8a0e-44d1f7ee6e3b.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_9e4c6264-40cf-4b4b-bcd3-ca693849b809

Analysis symbol: 
Rechecking for solution: 0
Report Id: 799407bc-cbdb-48b9-bea3-1c2d9e6beb9b
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-03-15 9:38:26 AM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.ac9b5d3e-9ce3-4b2c-8086-d2b305c16620.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_b1c11c8d-7666-42b0-9e09-06fe6cb9ebda

Analysis symbol: 
Rechecking for solution: 0
Report Id: 70526ede-f8a3-4e2c-a837-421bfe497d12
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-03-15 9:38:26 AM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.b1dbadce-b780-4813-ab02-83d2d460a12b.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_a53c7603-c6c8-43d6-9b7b-9afec52b8046

Analysis symbol: 
Rechecking for solution: 0
Report Id: b9ff0f82-7c4e-4636-902a-2fb3bf9705ff
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-03-15 9:38:25 AM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.abcf2fc6-9b05-4099-8b03-b23881fe16f4.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_1d8593f2-4598-4600-8301-e5d9991ced0c

Analysis symbol: 
Rechecking for solution: 0
Report Id: cb818489-616b-44de-b636-dbc0b1b3df5e
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-03-15 9:38:25 AM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.02730a95-ab43-4812-97bc-537855fb4d8f.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_957c7357-40b6-45d7-b40e-062322be03cf

Analysis symbol: 
Rechecking for solution: 0
Report Id: 2437ab33-65fe-425f-8b2c-45a1629b1e7e
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
Information,2025-03-15 9:38:24 AM,Windows Error Reporting,1001,None,"Fault bucket , type 0
Event Name: BEX64
Response: Not available
Cab Id: 0

Problem signature:
P1: UIHost.exe
P2: 4.1.1.859
P3: 65957eb8
P4: DSREG.DLL_unloaded
P5: 10.0.22621.2506
P6: 37b00de2
P7: 0000000000051bb0
P8: c0000005
P9: 0000000000000008
P10: 

Attached files:
\\?\C:\ProgramData\Microsoft\Windows\WER\Temp\WER.7e22e47c-1701-47df-abbc-fd82f74ac8a0.tmp.WERInternalMetadata.xml

These files may be available here:
\\?\C:\ProgramData\Microsoft\Windows\WER\ReportQueue\AppCrash_UIHost.exe_fdd4c8933634103ca78abb63f0d82e7404cb8_117cc9cf_9474ef0b-e232-4acc-bb59-f5d1a58c183a

Analysis symbol: 
Rechecking for solution: 0
Report Id: 06cd8024-d4c5-434e-9b31-9e0d7ebac257
Report Status: 102
Hashed bucket: 
Cab Guid: 0"
